
    UPC,DESCRIPTION,ROUTE,DISTRICT,ROAD SYSTEM,JURISDICTION,ESTIMATE,PE_ESTIMATE,RW_ESTIMATE,CN_ESTIMATE,PREVIOUS,Y1,Y2,Y3,Y4,Y5,Y6,Y2-6,BALANCE
    -283, 511 Virginia - Travel Information, , Hampton Roads, Interstate, , 1500.000000, 0.000000, 300.000000, 1200.000000, 0.000000
16843, Rumble Strips, , Hampton Roads, Interstate, , 272.884000, 272.884000, 0.000000, 0.000000, 0.000000
70615, Guardrail, , Hampton Roads, Interstate, , 1450.000000, 0.000000, 200.000000, 1250.000000, 0.000000
52150, Turn Lanes, 166, Hampton Roads, Urban, Norfolk, 788.500000, 400.000000, 0.000000, 388.500000, 0.000000
8815, 4 Lane, 168, Hampton Roads, Urban, Chesapeake, 106260.000000, 93215.000000, 6650.000000, 6395.000000, 0.000000
18592, Bridge Replacement 5 Lane, 168, Hampton Roads, Urban, Chesapeake, 5685.812000, 4220.000000, 0.000000, 0.000000, 1465.812000
58483, Install traffic signal pre-emption at 6 locations, 168, Hampton Roads, Urban, Chesapeake, 64.000000, 64.000000, 0.000000, 0.000000, 0.000000
60912, Toll Plaza Expansion, 168, Hampton Roads, Urban, Chesapeake, 4500.000000, 6013.000000, 0.000000, 0.000000, -1513.000000
64216, TIDEWATER DRIVE - LEFT TURN LANE, 168, Hampton Roads, Urban, Norfolk, 0.000000, 300.000000, 0.000000, 0.000000, -300.000000
14625, Bikeway - Phase III, 17, Hampton Roads, Urban, Newport News, 375.000000, 450.000000, 0.000000, 0.000000, -75.000000
1942, 3 &amp; 5 Lane, 172, Hampton Roads, Urban, Poquoson, 7456.891000, 7309.000000, 148.000000, 0.000000, -0.109000
13427, 5 Lane, 172, Hampton Roads, Urban, Poquoson, 3711.300000, 2526.000000, 524.356000, 2780.260000, -2119.316000
13428, 4 Lane, 172, Hampton Roads, Urban, Hampton, 12592.070000, 12592.000000, 0.000000, 0.000000, 0.070000
61455, Install Signal, 172, Hampton Roads, Urban, Poquoson, 60.000000, 0.000000, 90.000000, 0.000000, -30.000000
52526, Install Traffic Signal, 173, Hampton Roads, Urban, Newport News, 111.000000, 111.000000, 0.000000, 0.000000, 0.000000
56788, Close Median Cross Over and Remove Existing Traffic Signal, 173, Hampton Roads, Urban, Newport News, 215.000000, 215.000000, 0.000000, 0.000000, 0.000000
2011, 6 Lanes, 190, Hampton Roads, Urban, Chesapeake, 10150.583000, 8883.000000, 1268.000000, 0.000000, -0.417000
12542, 6 Lane, 190, Hampton Roads, Urban, Chesapeake, 16245.711000, 14295.000000, 1951.000000, 0.000000, -0.289000
12543, 6 Lane, 190, Hampton Roads, Urban, Chesapeake, 20165.904000, 18857.000000, 1309.000000, 0.000000, -0.096000
58482, Improve signing, pavement markings and modify traffic signals, 194, Hampton Roads, Urban, Norfolk, 134.612000, 128.000000, 7.000000, 0.000000, -0.388000
17736, Mercury Boulevard Interconnect, 258, Hampton Roads, Urban, Hampton, 40.000000, 40.000000, 0.000000, 0.000000, 0.000000
56789, Install Pedestrian Indicators and Crosswalks, 258, Hampton Roads, Urban, Hampton, 58.000000, 58.000000, 0.000000, 0.000000, 0.000000
56791, Install Pedestrian Indicators and Crosswalks, 258, Hampton Roads, Urban, Hampton, 58.000000, 58.000000, 0.000000, 0.000000, 0.000000
19024, 4 &amp; 5 Lane, 306, Hampton Roads, Urban, Newport News, 9399.595000, 4000.000000, 0.000000, 0.000000, 5399.595000
52528, Install Traffic Signal, 312, Hampton Roads, Urban, Newport News, 111.000000, 111.000000, 0.000000, 0.000000, 0.000000
3950, 4 Lane, 337, Hampton Roads, Urban, Portsmouth, 10429.071000, 9686.000000, 0.000000, 744.000000, -0.929000
14672, Railroad Underpass NIT/Greenbrier, 337, Hampton Roads, Urban, Norfolk, 49583.600000, 46425.000000, 3000.000000, 159.000000, -0.400000
16557, Interchange with International Terminal Blvd., 337, Hampton Roads, Urban, Norfolk, 6362.000000, 1266.000000, 0.000000, 916.000000, 4180.000000
17568, 4 Lane, 337, Hampton Roads, Urban, Suffolk, 2046.000000, 382.000000, 0.000000, 617.000000, 1047.000000
18591, 4 Lane, 337, Hampton Roads, Urban, Chesapeake, 0.000000, 12.000000, 0.000000, 0.000000, -12.000000
52059, Landscaping, 337, Hampton Roads, Urban, Norfolk, 231.000000, 218.000000, 13.000000, 0.000000, 0.000000
56656, Construction of Outfall , 337, Hampton Roads, Urban, Portsmouth, 4900.692000, 3737.000000, 1164.000000, 0.000000, -0.308000
61322, Navy Recreational Facilities, 337, Hampton Roads, Urban, Norfolk, 10100.000000, 8475.000000, 0.000000, 1625.000000, 0.000000
61407, 4 Lane, 337, Hampton Roads, Urban, Suffolk, 9009.500000, 0.000000, 0.000000, 0.000000, 9009.500000
65655, RTE 337 - 4 LANE, 337, Hampton Roads, Urban, Portsmouth, 8501.000000, 243.000000, 608.215000, 5446.377000, 2203.408000
13431, 2 Lane, 351, Hampton Roads, Urban, Hampton, 9351.417000, 8210.000000, 1141.000000, 0.000000, 0.417000
13486, 5 Lane, 460, Hampton Roads, Urban, Suffolk, 6465.566000, 4341.000000, 710.091000, 1414.475000, 0.000000
19011, Main Street: Pedestrian/Bicycle Improvement , 460, Hampton Roads, Urban, Suffolk, 245.000000, 196.000000, 39.000000, 0.000000, 10.000000
8600, 8 Lane, 58, Hampton Roads, Urban, Norfolk, 3762.000000, 1455.000000, 116.373000, 3918.009000, -1727.382000
12546, 6 Lane, 58, Hampton Roads, Urban, Virginia Beach, 53181.772000, 18971.000000, 2296.914000, 31913.533000, 0.325000
14600, 8 Lanes, 58, Hampton Roads, Urban, Virginia Beach, 1313.500000, 400.000000, 0.000000, 0.000000, 913.500000
14601, 6 Lane, 58, Hampton Roads, Urban, Virginia Beach, 9666.650000, 3930.000000, 200.000000, 5537.000000, -0.350000
17546, 6 Lane, 58, Hampton Roads, Urban, Norfolk, 10194.177000, 876.000000, 2342.000000, 6976.000000, 0.177000
19013, Intersection Improvement , 58, Hampton Roads, Urban, Virginia Beach, 308.000000, 308.000000, 0.000000, 0.000000, 0.000000
61453, Intersection Improvement, 58, Hampton Roads, Urban, Norfolk, 200.000000, 201.000000, 0.000000, 0.000000, -1.000000
4388, 4 Lane Bridge Replacement, 60, Hampton Roads, Urban, Norfolk, 18047.415000, 16090.000000, 1957.000000, 0.000000, 0.415000
10797, 6 Lane, 60, Hampton Roads, Urban, Newport News, 58269.700000, 35967.000000, 7379.988000, 14922.712000, 0.000000
12970, Left and Right Turn Lanes , 60, Hampton Roads, Urban, Newport News, 2157.580000, 1984.000000, 0.000000, 0.000000, 173.580000
14598, 4 Lane, 60, Hampton Roads, Urban, Newport News, 815.000000, 1310.000000, 0.000000, 0.000000, -495.000000
14750, 3 &amp; 4 Lane, 60, Hampton Roads, Urban, Williamsburg, 11299.200000, 7660.000000, 2239.200000, 1400.000000, 0.000000
19008, Channelization, 60, Hampton Roads, Urban, Newport News, 55.200000, 52.000000, 0.000000, 0.000000, 3.200000
59228, 2 Lane, 60, Hampton Roads, Urban, Newport News, 3620.612000, 2000.000000, 1621.000000, 0.000000, -0.388000
2067, Armistead Ave Phase 1a, U000, Hampton Roads, Urban, Hampton, 6000.000000, 6000.000000, 0.000000, 0.000000, 0.000000
3811, 4 Lane, U000, Hampton Roads, Urban, Hampton, 27646.097000, 19111.000000, 5671.484000, 1825.613000, 1038.000000
3812, 4 &amp; 6 Lane, U000, Hampton Roads, Urban, Newport News, 23863.626000, 23662.000000, 0.000000, 0.000000, 201.626000
4483, ATKINSON BLVD - 4 LANES &amp; BRIDGES OVER I-64 AND C&amp;O RRD, U000, Hampton Roads, Urban, Newport News, 2214.000000, 1000.000000, 0.000000, 0.000000, 1214.000000
11183, 4 Lane, U000, Hampton Roads, Urban, Norfolk, 24102.891000, 20947.000000, 3156.000000, 0.000000, -0.109000
11752, 2 Lane, U000, Hampton Roads, Urban, Portsmouth, 1005.423000, 985.000000, 20.000000, 0.000000, 0.423000
11754, 4 Lane, U000, Hampton Roads, Urban, Virginia Beach, 23049.279000, 17006.000000, 2500.000000, 3543.000000, 0.279000
11816, 4 Lane, U000, Hampton Roads, Urban, Newport News, 27034.670000, 9270.000000, 0.000000, 17765.000000, -0.330000
12549, 6 Lane, U000, Hampton Roads, Urban, Virginia Beach, 27052.746000, 12693.000000, 2890.000000, 11470.000000, -0.254000
13478, Bikeway - Phase II, U000, Hampton Roads, Urban, Newport News, 316.387000, 360.000000, 0.000000, 0.000000, -43.613000
13485, 4 Lane, U000, Hampton Roads, Urban, Chesapeake, 3989.600000, 2594.000000, 300.000000, 1095.600000, 0.000000
13487, 4 Lane , U000, Hampton Roads, Urban, Virginia Beach, 6012.560000, 3247.000000, 1300.000000, 1466.000000, -0.440000
14603, 4 Lane , U000, Hampton Roads, Urban, Virginia Beach, 15502.493000, 12629.000000, 0.000000, 2873.000000, 0.493000
14606, 2 Lane, U000, Hampton Roads, Urban, Chincoteague, 5214.128000, 2931.000000, 2289.188000, 0.000000, -6.060000
14725, 4 Lane, U000, Hampton Roads, Urban, Franklin, 2528.800000, 2109.000000, 420.000000, 0.000000, -0.200000
14746, Computerized Signal System Expansion - Phase II, U000, Hampton Roads, Urban, Norfolk, 6218.795000, 9902.000000, 0.000000, 0.000000, -3683.205000
15826, 2 Lane, U000, Hampton Roads, Urban, Suffolk, 2483.900000, 2086.000000, 0.000000, 1057.562000, -659.662000
15827, 4 Lane, U000, Hampton Roads, Urban, Virginia Beach, 24055.716000, 14479.000000, 2948.000000, 6629.000000, -0.284000
15828, 4 Lane , U000, Hampton Roads, Urban, Virginia Beach, 4906.200000, 6800.000000, 100.000000, 1583.000000, -3576.800000
15829, 4 Lane , U000, Hampton Roads, Urban, Virginia Beach, 11245.600000, 10867.000000, 351.253000, 973.427000, -946.080000
16054, 3 Lane, U000, Hampton Roads, Urban, Williamsburg, 10769.362000, 1839.000000, 0.000000, 0.000000, 8930.362000
16102, Signal System, U000, Hampton Roads, Urban, Hampton, 7848.463000, 7637.000000, 0.000000, 0.000000, 211.463000
16103, Bikeway - Phase IV, U000, Hampton Roads, Urban, Newport News, 320.700000, 191.000000, 0.000000, 0.000000, 129.700000
16106, Signal Re-timing , U000, Hampton Roads, Urban, Virginia Beach, 350.401000, 345.000000, 0.000000, 0.000000, 5.401000
16109, Signal Interconnect , U000, Hampton Roads, Urban, Chesapeake, 58.000000, 80.000000, 0.000000, 0.000000, -22.000000
16110, Bikeway , U000, Hampton Roads, Urban, Chesapeake, 180.000000, 200.000000, 0.000000, 0.000000, -20.000000
16196, Citywide Signal System Upgrade -Phase II, U000, Hampton Roads, Urban, Portsmouth, 1784.388000, 2088.000000, 0.000000, 0.000000, -303.612000
16414, 4 Lane, U000, Hampton Roads, Urban, Virginia Beach, 24420.778000, 19973.000000, 2628.000000, 1820.000000, -0.222000
16531, Computer System Upgrade, U000, Hampton Roads, Urban, Virginia Beach, 72.000000, 72.000000, 0.000000, 0.000000, 0.000000
16556, 4 Lane, U000, Hampton Roads, Urban, Virginia Beach, 4700.000000, 7987.000000, 0.000000, 0.000000, -3287.000000
17522, Shift Align. to Impr. Sight Distance &amp; Replace Signal w/Mast Arm Upgrade, U000, Hampton Roads, Urban, Newport News, 275.000000, 275.000000, 0.000000, 0.000000, 0.000000
17544, Bridge Replacement, U000, Hampton Roads, Urban, Emporia, 2750.480000, 1668.000000, 378.118000, 704.362000, 0.000000
17545, Bridge Replacement, U000, Hampton Roads, Urban, Portsmouth, 5714.952000, 4710.000000, 1005.000000, 0.000000, -0.048000
17569, 6 Lane, U000, Hampton Roads, Urban, Norfolk, 1875.000000, 0.000000, 0.000000, 701.000000, 1174.000000
17637, Intersection Improvements, U000, Hampton Roads, Urban, Chesapeake, 474.000000, 381.000000, 0.000000, 0.000000, 93.000000
17828, Signal Upgrade, U000, Hampton Roads, Urban, Chesapeake, 678.000000, 1016.000000, 0.000000, 0.000000, -338.000000
18207, 4 Lane, U000, Hampton Roads, Urban, Virginia Beach, 5143.965000, 5144.000000, 0.000000, 0.000000, -0.035000
18708, Reconstruction 4 Lane, U000, Hampton Roads, Urban, Norfolk, 7874.340000, 5690.000000, 1273.000000, 911.000000, 0.340000
19010, Left Turn Lane and Modify Existing Signal, U000, Hampton Roads, Urban, Newport News, 441.400000, 440.000000, 0.000000, 0.000000, 1.400000
19012, Intersection Improvement , U000, Hampton Roads, Urban, Virginia Beach, 290.000000, 0.000000, 290.000000, 0.000000, 0.000000
19015, Intersection Improvement , U000, Hampton Roads, Urban, Virginia Beach, 94.000000, 152.000000, 0.000000, 0.000000, -58.000000
19025, 6 Lane, U000, Hampton Roads, Urban, Newport News, 792.000000, 1500.000000, 0.000000, 0.000000, -708.000000
19028, 4 Lane Divided, U000, Hampton Roads, Urban, Hampton, 5003.192000, 5003.000000, 0.000000, 0.000000, 0.192000
50012, Signal Coordination in Downtown, U000, Hampton Roads, Urban, Suffolk, 150.000000, 0.000000, 150.000000, 0.000000, 0.000000
50013, Citywide Signal Retiming, U000, Hampton Roads, Urban, Virginia Beach, 153.952000, 150.000000, 0.000000, 0.000000, 3.952000
51863, 4 Lane, U000, Hampton Roads, Urban, Portsmouth, 8229.750000, 4055.000000, 1855.000000, 2320.000000, -0.250000
52057, 4 Lane, U000, Hampton Roads, Urban, Franklin, 3129.203000, 0.000000, 136.897000, 2412.641000, 579.665000
52060, Intersection Reconstruction, U000, Hampton Roads, Urban, Norfolk, 327.451000, 0.000000, 0.000000, 700.000000, -372.549000
52147, 4 Lane, U000, Hampton Roads, Urban, Norfolk, 4605.474000, 500.000000, 0.000000, 4105.000000, 0.474000
52148, 4 Lanes, U000, Hampton Roads, Urban, Virginia Beach, 4996.787000, 500.000000, 0.000000, 4497.000000, -0.213000
52149, City Wide Urban Transportation, U000, Hampton Roads, Urban, Norfolk, 0.000000, 3428.000000, 3160.000000, 6412.000000, -13000.000000
52343, Bike Trail , U000, Hampton Roads, Urban, Newport News, 344.069000, 344.000000, 0.000000, 0.000000, 0.069000
52346, ITS - Fiber Link , U000, Hampton Roads, Urban, Newport News, 305.000000, 70.000000, 0.000000, 0.000000, 235.000000
52347, ITS - Fiber Link , U000, Hampton Roads, Urban, Newport News, 171.000000, 155.000000, 0.000000, 0.000000, 16.000000
52348, Citywide Signal Retiming, U000, Hampton Roads, Urban, Newport News, 1140.000000, 560.000000, 0.000000, 0.000000, 580.000000
52349, Bike / Pedestrian Trail , U000, Hampton Roads, Urban, Newport News, 746.000000, 363.000000, 383.000000, 0.000000, 0.000000
52350, Citywide Signal System Upgrade (225 Intersections), U000, Hampton Roads, Urban, Newport News, 950.000000, 3500.000000, 0.000000, 0.000000, -2550.000000
52352, Citywide Fiber Optic Cable/ Communications Ring , U000, Hampton Roads, Urban, Chesapeake, 2854.460000, 3000.000000, 0.000000, 0.000000, -145.540000
52353, STC Operations , U000, Hampton Roads, Urban, Norfolk, 307.806000, 625.000000, 0.000000, 0.000000, -317.194000
52354, City/State Fiber Optic Connection , U000, Hampton Roads, Urban, Virginia Beach, 125.000000, 125.000000, 0.000000, 0.000000, 0.000000
52355, Citywide Signal System Upgrade (300 + Intersections), U000, Hampton Roads, Urban, Virginia Beach, 4500.000000, 4745.000000, 0.000000, 0.000000, -245.000000
52357, I-64 Ramp Connection , U000, Hampton Roads, Urban, Chesapeake, 280.000000, 160.000000, 40.000000, 0.000000, 80.000000
52359, Extend Route 104 Northbound Accell Lane , U000, Hampton Roads, Urban, Chesapeake, 175.000000, 175.000000, 0.000000, 0.000000, 0.000000
52360, City TMS/ VDOT Connection, U000, Hampton Roads, Urban, Hampton, 155.000000, 215.000000, 0.000000, 0.000000, -60.000000
52363, Signal System Retiming , U000, Hampton Roads, Urban, Hampton, 50.000000, 50.000000, 0.000000, 0.000000, 0.000000
52365, Intersection Improvement, U000, Hampton Roads, Urban, Norfolk, 200.000000, 200.000000, 0.000000, 0.000000, 0.000000
52366, CCTV Link , U000, Hampton Roads, Urban, Norfolk, 604.744000, 470.000000, 0.000000, 0.000000, 134.744000
52367, Signal Optimization , U000, Hampton Roads, Urban, Norfolk, 50.000000, 50.000000, 0.000000, 0.000000, 0.000000
52368, Signal Optimization , U000, Hampton Roads, Urban, Norfolk, 98.000000, 70.000000, 0.000000, 0.000000, 28.000000
52370, Arterial Signal System, U000, Hampton Roads, Urban, Suffolk, 78.000000, 87.000000, 0.000000, 0.000000, -9.000000
52371, Arterial Signal System , U000, Hampton Roads, Urban, Suffolk, 130.000000, 145.000000, 0.000000, 0.000000, -15.000000
52372, Arterial Signal System , U000, Hampton Roads, Urban, Suffolk, 183.000000, 203.000000, 0.000000, 0.000000, -20.000000
52378, Atlantic Avenue Trolley, ITS, Special Event Signals , U000, Hampton Roads, Urban, Virginia Beach, 484.000000, 484.000000, 0.000000, 0.000000, 0.000000
52379, Signal System, U000, Hampton Roads, Urban, Virginia Beach, 550.000000, 0.000000, 0.000000, 0.000000, 550.000000
52385, Multi Use Trail, U000, Hampton Roads, Urban, Chesapeake, 530.000000, 424.000000, 106.000000, 0.000000, 0.000000
52387, Additional Lanes, U000, Hampton Roads, Urban, Hampton, 525.000000, 525.000000, 0.000000, 0.000000, 0.000000
52389, Arterial Signal System Upgrade , U000, Hampton Roads, Urban, Newport News, 114.475000, 125.000000, 0.000000, 0.000000, -10.525000
52530, Install Overhead Sign and Supplemental Signing, U000, Hampton Roads, Urban, Norfolk, 50.000000, 45.000000, 5.000000, 0.000000, 0.000000
55200, 6 Lane, U000, Hampton Roads, Urban, Virginia Beach, 968.000000, 645.000000, 2.000000, 1339.000000, -1018.000000
55202, 6 lane, U000, Hampton Roads, Urban, Virginia Beach, 961.000000, 809.000000, 2.000000, 1035.000000, -885.000000
56793, Install Hazard Warning Beacon &amp; Oversized Signs and Rumble Strips on EB Approach, U000, Hampton Roads, Urban, Newport News, 18.018000, 18.000000, 0.000000, 0.000000, 0.018000
56795, Install Traffic Signal, U000, Hampton Roads, Urban, Hampton, 199.000000, 193.000000, 0.000000, 0.000000, 6.000000
56798, Install Traffic Signal, U000, Hampton Roads, Urban, Hampton, 145.000000, 145.000000, 0.000000, 0.000000, 0.000000
57047, 4 Lane, U000, Hampton Roads, Urban, Hampton, 400.000000, 0.000000, 0.000000, 0.000000, 400.000000
58484, Install traffic signal (with video detection and pre-emption).  Install RTL on Volvo Pkwy EB and LTL on Porgressive Dr., U000, Hampton Roads, Urban, Chesapeake, 484.000000, 484.000000, 0.000000, 0.000000, 0.000000
59353, 2 Lane, U000, Hampton Roads, Urban, Emporia, 280.000000, 3.000000, 0.000000, 933.731000, -656.731000
61447, Install Lighting and Pavement Markers, U000, Hampton Roads, Urban, Newport News, 82.000000, 66.000000, 0.000000, 0.000000, 16.000000
61451, Traffic Signals, U000, Hampton Roads, Urban, Newport News, 80.000000, 80.000000, 0.000000, 0.000000, 0.000000
62491, 4 Lane, U000, Hampton Roads, Urban, Hampton, 1088.000000, 0.000000, 0.000000, 17299.869000, -16211.869000
64058, SOUTHEASTERN EXPRESSWAY - 4 LANE, U000, Hampton Roads, Urban, Chesapeake, 0.000000, 1754.000000, 0.000000, 0.000000, -1754.000000
66846, COMMANDER SHEPARD BOULEVARD - PHASE I, U000, Hampton Roads, Urban, Hampton, 12485.523000, 1487.000000, 2440.691000, 8557.832000, 0.000000
67200, ARMISTEAD AVENUE - Phase 1b, U000, Hampton Roads, Urban, Hampton, 3500.000000, 1149.000000, 0.000000, 2351.000000, 0.000000
68099, Big Bethel Road at Roberta Drive, U000, Hampton Roads, Urban, Hampton, 150.000000, 0.000000, 150.000000, 0.000000, 0.000000
